Course Id,Course Name,Start Date,End Date,School Id,Teacher Id,Subjects
670,Arts,2014-12-22,2017-12-22,64,965,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
671,Arts,2014-12-22,2017-12-22,65,974,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
672,Arts,2014-12-22,2017-12-22,66,988,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
673,Arts,2014-12-22,2017-12-22,67,997,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
674,Arts,2014-12-22,2017-12-22,68,1021,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
675,Arts,2014-12-22,2017-12-22,69,1035,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
676,Arts,2014-12-22,2017-12-22,70,1058,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
677,Arts,2014-12-22,2017-12-22,71,1069,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
678,Arts,2014-12-22,2017-12-22,72,1081,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
679,Arts,2014-12-22,2017-12-22,73,1105,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
680,Arts,2014-12-22,2017-12-22,74,1115,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
681,Arts,2014-12-22,2017-12-22,75,1130,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
682,Arts,2014-12-22,2017-12-22,76,1143,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
683,Arts,2014-12-22,2017-12-22,77,1150,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
684,Arts,2014-12-22,2017-12-22,78,1161,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
685,Arts,2014-12-22,2017-12-22,79,1178,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
686,Arts,2014-12-22,2017-12-22,80,1211,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
687,Arts,2014-12-22,2017-12-22,81,1229,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
688,Arts,2014-12-22,2017-12-22,82,1235,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
689,Arts,2014-12-22,2017-12-22,83,1255,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
690,Arts,2014-12-22,2017-12-22,84,1267,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
691,Arts,2014-12-22,2017-12-22,85,1287,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
692,Arts,2014-12-22,2017-12-22,86,1297,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
693,Arts,2014-12-22,2017-12-22,87,1307,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
694,Arts,2014-12-22,2017-12-22,88,1319,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
695,Arts,2014-12-22,2017-12-22,89,1325,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
696,Arts,2014-12-22,2017-12-22,90,1353,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
697,Arts,2014-12-22,2017-12-22,91,1377,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
698,Arts,2014-12-22,2017-12-22,92,1381,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
699,Arts,2014-12-22,2017-12-22,93,1410,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
700,Arts,2014-12-22,2017-12-22,94,1423,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
701,Arts,2014-12-22,2017-12-22,95,1436,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
702,Arts,2014-12-22,2017-12-22,96,1449,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
703,Arts,2014-12-22,2017-12-22,97,1460,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
704,Arts,2014-12-22,2017-12-22,98,1467,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
705,Arts,2014-12-22,2017-12-22,99,1483,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
706,Arts,2014-12-22,2017-12-22,100,1491,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
707,Arts,2014-12-22,2017-12-22,101,1507,"Ancient History,Art and Design,Politics,Histor History of Art,World Development"
708,Commerce,2014-12-22,2017-12-22,1,5,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
709,Commerce,2014-12-22,2017-12-22,2,39,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
710,Commerce,2014-12-22,2017-12-22,3,53,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
711,Commerce,2014-12-22,2017-12-22,4,69,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
712,Commerce,2014-12-22,2017-12-22,5,77,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
713,Commerce,2014-12-22,2017-12-22,6,99,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
714,Commerce,2014-12-22,2017-12-22,7,115,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
715,Commerce,2014-12-22,2017-12-22,8,125,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
716,Commerce,2014-12-22,2017-12-22,9,9,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
717,Commerce,2014-12-22,2017-12-22,10,145,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
718,Commerce,2014-12-22,2017-12-22,11,160,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
719,Commerce,2014-12-22,2017-12-22,12,179,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
720,Commerce,2014-12-22,2017-12-22,13,191,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
721,Commerce,2014-12-22,2017-12-22,14,207,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
722,Commerce,2014-12-22,2017-12-22,15,225,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
723,Commerce,2014-12-22,2017-12-22,16,243,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
724,Commerce,2014-12-22,2017-12-22,17,265,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
725,Commerce,2014-12-22,2017-12-22,18,279,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
726,Commerce,2014-12-22,2017-12-22,19,287,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
727,Commerce,2014-12-22,2017-12-22,20,301,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
728,Commerce,2014-12-22,2017-12-22,21,312,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
729,Commerce,2014-12-22,2017-12-22,22,327,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
730,Commerce,2014-12-22,2017-12-22,23,333,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
731,Commerce,2014-12-22,2017-12-22,24,359,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
732,Commerce,2014-12-22,2017-12-22,25,385,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
733,Commerce,2014-12-22,2017-12-22,26,397,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
734,Commerce,2014-12-22,2017-12-22,27,405,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
735,Commerce,2014-12-22,2017-12-22,28,421,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
736,Commerce,2014-12-22,2017-12-22,29,439,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
737,Commerce,2014-12-22,2017-12-22,30,457,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
738,Commerce,2014-12-22,2017-12-22,31,471,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
739,Commerce,2014-12-22,2017-12-22,32,477,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
740,Commerce,2014-12-22,2017-12-22,33,495,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
741,Commerce,2014-12-22,2017-12-22,34,513,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
742,Commerce,2014-12-22,2017-12-22,35,521,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
743,Commerce,2014-12-22,2017-12-22,36,549,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
744,Commerce,2014-12-22,2017-12-22,37,555,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
745,Commerce,2014-12-22,2017-12-22,38,575,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
746,Commerce,2014-12-22,2017-12-22,39,595,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
747,Commerce,2014-12-22,2017-12-22,40,609,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
748,Commerce,2014-12-22,2017-12-22,41,623,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
749,Commerce,2014-12-22,2017-12-22,42,635,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
750,Commerce,2014-12-22,2017-12-22,43,644,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
751,Commerce,2014-12-22,2017-12-22,44,654,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
752,Commerce,2014-12-22,2017-12-22,45,679,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
753,Commerce,2014-12-22,2017-12-22,46,689,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
754,Commerce,2014-12-22,2017-12-22,47,715,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
755,Commerce,2014-12-22,2017-12-22,48,729,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
756,Commerce,2014-12-22,2017-12-22,49,739,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
757,Commerce,2014-12-22,2017-12-22,50,751,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
758,Commerce,2014-12-22,2017-12-22,51,772,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
759,Commerce,2014-12-22,2017-12-22,52,782,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
760,Commerce,2014-12-22,2017-12-22,53,802,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
761,Commerce,2014-12-22,2017-12-22,54,812,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
762,Commerce,2014-12-22,2017-12-22,55,824,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
763,Commerce,2014-12-22,2017-12-22,56,841,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
764,Commerce,2014-12-22,2017-12-22,57,853,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
765,Commerce,2014-12-22,2017-12-22,58,881,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
766,Commerce,2014-12-22,2017-12-22,59,883,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
767,Commerce,2014-12-22,2017-12-22,60,912,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
768,Commerce,2014-12-22,2017-12-22,61,929,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
769,Commerce,2014-12-22,2017-12-22,62,931,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
770,Commerce,2014-12-22,2017-12-22,63,951,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
771,Commerce,2014-12-22,2017-12-22,64,963,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
772,Commerce,2014-12-22,2017-12-22,65,976,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
773,Commerce,2014-12-22,2017-12-22,66,984,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
774,Commerce,2014-12-22,2017-12-22,67,1007,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
775,Commerce,2014-12-22,2017-12-22,68,1027,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
776,Commerce,2014-12-22,2017-12-22,69,1045,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
777,Commerce,2014-12-22,2017-12-22,70,1048,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
778,Commerce,2014-12-22,2017-12-22,71,1079,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
779,Commerce,2014-12-22,2017-12-22,72,1082,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
780,Commerce,2014-12-22,2017-12-22,73,1099,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
781,Commerce,2014-12-22,2017-12-22,74,1119,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
782,Commerce,2014-12-22,2017-12-22,75,1132,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
783,Commerce,2014-12-22,2017-12-22,76,1140,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
784,Commerce,2014-12-22,2017-12-22,77,1152,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
785,Commerce,2014-12-22,2017-12-22,78,1157,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
786,Commerce,2014-12-22,2017-12-22,79,1188,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
787,Commerce,2014-12-22,2017-12-22,80,1203,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
788,Commerce,2014-12-22,2017-12-22,81,1223,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
789,Commerce,2014-12-22,2017-12-22,82,1233,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
790,Commerce,2014-12-22,2017-12-22,83,1259,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
791,Commerce,2014-12-22,2017-12-22,84,1267,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
792,Commerce,2014-12-22,2017-12-22,85,1275,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
793,Commerce,2014-12-22,2017-12-22,86,1295,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
794,Commerce,2014-12-22,2017-12-22,87,1306,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
795,Commerce,2014-12-22,2017-12-22,88,1319,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
796,Commerce,2014-12-22,2017-12-22,89,1335,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
797,Commerce,2014-12-22,2017-12-22,90,1351,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
798,Commerce,2014-12-22,2017-12-22,91,1365,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
799,Commerce,2014-12-22,2017-12-22,92,1387,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
800,Commerce,2014-12-22,2017-12-22,93,1398,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
801,Commerce,2014-12-22,2017-12-22,94,1419,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
802,Commerce,2014-12-22,2017-12-22,95,1434,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
803,Commerce,2014-12-22,2017-12-22,96,1445,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
804,Commerce,2014-12-22,2017-12-22,97,1462,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
805,Commerce,2014-12-22,2017-12-22,98,1469,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
806,Commerce,2014-12-22,2017-12-22,99,1480,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
807,Commerce,2014-12-22,2017-12-22,100,1501,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
808,Commerce,2014-12-22,2017-12-22,101,1522,"Accounting,Economics,Economics & Business ,Mathematics,Statistics,Use of Mathematics"
809,Fashion Design,2014-12-22,2018-12-22,1,3,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
810,Fashion Design,2014-12-22,2018-12-22,2,27,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
811,Fashion Design,2014-12-22,2018-12-22,3,41,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
812,Fashion Design,2014-12-22,2018-12-22,4,67,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
813,Fashion Design,2014-12-22,2018-12-22,5,87,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
814,Fashion Design,2014-12-22,2018-12-22,6,99,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
815,Fashion Design,2014-12-22,2018-12-22,7,111,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
816,Fashion Design,2014-12-22,2018-12-22,8,124,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
817,Fashion Design,2014-12-22,2018-12-22,9,9,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
818,Fashion Design,2014-12-22,2018-12-22,10,149,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
819,Fashion Design,2014-12-22,2018-12-22,11,158,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
820,Fashion Design,2014-12-22,2018-12-22,12,167,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
821,Fashion Design,2014-12-22,2018-12-22,13,197,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
822,Fashion Design,2014-12-22,2018-12-22,14,217,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
823,Fashion Design,2014-12-22,2018-12-22,15,229,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
824,Fashion Design,2014-12-22,2018-12-22,16,241,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
825,Fashion Design,2014-12-22,2018-12-22,17,257,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
826,Fashion Design,2014-12-22,2018-12-22,18,271,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
827,Fashion Design,2014-12-22,2018-12-22,19,297,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
828,Fashion Design,2014-12-22,2018-12-22,20,307,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
829,Fashion Design,2014-12-22,2018-12-22,21,314,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
830,Fashion Design,2014-12-22,2018-12-22,22,326,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
831,Fashion Design,2014-12-22,2018-12-22,23,337,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
832,Fashion Design,2014-12-22,2018-12-22,24,359,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
833,Fashion Design,2014-12-22,2018-12-22,25,373,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
834,Fashion Design,2014-12-22,2018-12-22,26,397,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
835,Fashion Design,2014-12-22,2018-12-22,27,417,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
836,Fashion Design,2014-12-22,2018-12-22,28,425,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
837,Fashion Design,2014-12-22,2018-12-22,29,441,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
838,Fashion Design,2014-12-22,2018-12-22,30,456,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
839,Fashion Design,2014-12-22,2018-12-22,31,469,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
840,Fashion Design,2014-12-22,2018-12-22,32,483,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
841,Fashion Design,2014-12-22,2018-12-22,33,493,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
842,Fashion Design,2014-12-22,2018-12-22,34,501,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
843,Fashion Design,2014-12-22,2018-12-22,35,525,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
844,Fashion Design,2014-12-22,2018-12-22,36,535,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
845,Fashion Design,2014-12-22,2018-12-22,37,569,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
846,Fashion Design,2014-12-22,2018-12-22,38,585,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
847,Fashion Design,2014-12-22,2018-12-22,39,587,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
848,Fashion Design,2014-12-22,2018-12-22,40,613,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
849,Fashion Design,2014-12-22,2018-12-22,41,621,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
850,Fashion Design,2014-12-22,2018-12-22,42,633,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
851,Fashion Design,2014-12-22,2018-12-22,43,648,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
852,Fashion Design,2014-12-22,2018-12-22,44,658,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
853,Fashion Design,2014-12-22,2018-12-22,45,665,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
854,Fashion Design,2014-12-22,2018-12-22,46,689,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
855,Fashion Design,2014-12-22,2018-12-22,47,717,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
856,Fashion Design,2014-12-22,2018-12-22,48,725,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
857,Fashion Design,2014-12-22,2018-12-22,49,749,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
858,Fashion Design,2014-12-22,2018-12-22,50,760,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
859,Fashion Design,2014-12-22,2018-12-22,51,776,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
860,Fashion Design,2014-12-22,2018-12-22,52,786,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
861,Fashion Design,2014-12-22,2018-12-22,53,796,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
862,Fashion Design,2014-12-22,2018-12-22,54,808,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
863,Fashion Design,2014-12-22,2018-12-22,55,822,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
864,Fashion Design,2014-12-22,2018-12-22,56,829,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
865,Fashion Design,2014-12-22,2018-12-22,57,859,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
866,Fashion Design,2014-12-22,2018-12-22,58,869,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
867,Fashion Design,2014-12-22,2018-12-22,59,893,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
868,Fashion Design,2014-12-22,2018-12-22,60,904,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
869,Fashion Design,2014-12-22,2018-12-22,61,917,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
870,Fashion Design,2014-12-22,2018-12-22,62,941,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
871,Fashion Design,2014-12-22,2018-12-22,63,952,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
872,Fashion Design,2014-12-22,2018-12-22,64,969,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
873,Fashion Design,2014-12-22,2018-12-22,65,978,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
874,Fashion Design,2014-12-22,2018-12-22,66,990,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
875,Fashion Design,2014-12-22,2018-12-22,67,995,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
876,Fashion Design,2014-12-22,2018-12-22,68,1023,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
877,Fashion Design,2014-12-22,2018-12-22,69,1033,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
878,Fashion Design,2014-12-22,2018-12-22,70,1058,"Critical Thinking,Design and Manufacture,Fabrication and Welding Engineering,Fashion and Textile Technology,World Development"
